year,product_chapter,imports_trln_USD,exports_trln_USD
1995,10,0.00002210,0.00000403
1995,11,0.00000213,
1995,12,0.00000020,0.00000085
1995,13,0.00000010,0.00000008
1995,14,0.00000000,0.00000174
1995,15,0.00001630,0.00000098
1995,16,0.00000909,0.00000000
1995,17,0.00001342,0.00000001
1995,18,0.00000009,
1995,19,0.00000694,
1995,20,0.00000340,
1995,21,0.00000723,0.00000003
1995,22,0.00005880,0.00000006
1995,23,0.00000001,0.00000001
1995,24,0.00017747,0.00000027
1995,25,0.00001147,0.00000001
1995,27,0.00005748,0.00000001
1995,28,0.00000067,0.00000002
1995,29,0.00001812,0.00000002
1995,30,0.00002799,0.00000516
1995,31,0.00000899,0.00000000
1995,32,0.00000474,0.00000007
1995,33,0.00000975,0.00000051
1995,34,0.00000400,0.00000001
1995,35,0.00000074,
1995,36,0.00000074,
1995,37,0.00000372,
1995,38,0.00000229,0.00000007
1995,39,0.00001225,0.00000027
1995,40,0.00001869,0.00004448
1995,41,0.00000013,0.00000024
1995,42,0.00000037,0.00000003
1995,43,0.00000002,0.00000000
1995,44,0.00000054,0.00018226
1995,46,0.00000011,0.00000000
1995,47,0.00000132,
1995,48,0.00001282,0.00000069
1995,49,0.00000237,0.00000017
1995,50,0.00000013,0.00000001
1995,51,0.00000000,0.00000002
1995,52,0.00000364,0.00000878
1995,53,0.00000007,0.00000063
1995,54,0.00000218,0.00000001
1995,55,0.00002616,0.00000014
1995,56,0.00000520,
1995,57,0.00000055,
1995,58,0.00000150,0.00000038
1995,59,0.00000025,
1995,60,0.00002598,0.00000003
1995,61,0.00000373,0.00003313
1995,62,0.00000228,0.00003010
1995,63,0.00001912,0.00000019
1995,64,0.00000480,0.00000087
1995,65,0.00000005,0.00000002
1995,66,0.00000011,
1995,67,0.00000000,0.00000002
1995,68,0.00000271,0.00000000
1995,69,0.00001085,0.00000005
1995,70,0.00000320,0.00000000
1995,71,0.00010111,0.00000015
1995,72,0.00001886,0.00000044
1995,73,0.00002208,0.00000002
1995,74,0.00000019,0.00000002
1995,75,0.00000000,
1995,76,0.00000163,0.00000012
1995,78,0.00000005,
1995,79,0.00000256,0.00000058
1995,80,0.00000251,0.00000064
1995,81,0.00000024,
1995,82,0.00000264,0.00000004
1995,83,0.00000223,0.00000000
1995,84,0.00008325,0.00000058
1995,85,0.00012589,0.00000100
1995,86,0.00000059,0.00000000
1995,87,0.00020386,0.00000037
1995,88,0.00004791,0.00000005
1995,89,0.00000248,
1995,90,0.00000985,0.00000027
1995,91,0.00000899,0.00000031
1995,92,0.00000015,0.00000000
1995,93,0.00000056,
1995,94,0.00000465,0.00000022
1995,95,0.00000217,0.00000001
1995,96,0.00000623,0.00000001
1995,97,0.00000139,0.00000007
1996,10,0.00000722,0.00000139
1996,11,0.00000127,0.00000018
1996,12,0.00000023,0.00000076
1996,13,0.00000009,0.00000002
1996,14,0.00000003,0.00000145
1996,15,0.00000763,0.00000001
1996,16,0.00000904,0.00000022
1996,17,0.00001843,0.00000099
1996,18,0.00000033,0.00000036
1996,19,0.00000709,0.00000108
1996,20,0.00000412,0.00000038
1996,21,0.00000861,0.00000054
1996,22,0.00005673,0.00000020
1996,23,0.00000005,0.00000041
1996,24,0.00021027,0.00000088
1996,25,0.00001924,0.00000001
1996,26,0.00000000,
1996,27,0.00012597,
1996,28,0.00000066,0.00000129
1996,29,0.00001602,0.00000068
1996,30,0.00003143,0.00001026
1996,31,0.00000642,0.00000019
1996,32,0.00000559,0.00000003
1996,33,0.00000869,0.00000026
1996,34,0.00000452,0.00000001
1996,35,0.00000079,0.00000001
1996,36,0.00000012,
1996,37,0.00000361,0.00000000
1996,38,0.00000278,0.00000005
1996,39,0.00001765,0.00000050
1996,40,0.00002169,0.00003801
1996,41,0.00000048,0.00000083
1996,42,0.00000031,0.00000107
1996,43,0.00000000,0.00000001
1996,44,0.00000137,0.00006523
1996,45,0.00000002,
1996,46,0.00000040,0.00000008
1996,47,0.00000004,0.00000000
1996,48,0.00002218,0.00000033
1996,49,0.00000168,0.00000007
1996,50,0.00000019,0.00000000
1996,51,0.00000004,0.00000002
1996,52,0.00000892,0.00000201
1996,53,0.00000001,0.00000013
1996,54,0.00000275,0.00000049
1996,55,0.00001954,0.00000010
1996,56,0.00001048,0.00000027
1996,57,0.00000046,0.00000017
1996,58,0.00000206,0.00000002
1996,59,0.00000048,0.00000004
1996,60,0.00004239,0.00000006
1996,61,0.00000683,0.00008267
1996,62,0.00000406,0.00004559
1996,63,0.00001781,0.00000046
1996,64,0.00000615,0.00000595
1996,65,0.00000040,0.00000059
1996,66,0.00000022,0.00000001
1996,67,0.00000001,
1996,68,0.00000568,0.00000001
1996,69,0.00001275,0.00000007
1996,70,0.00000357,0.00000004
1996,71,0.00000174,0.00000043
1996,72,0.00003409,0.00000037
1996,73,0.00002503,0.00000017
1996,74,0.00000083,
1996,76,0.00000489,0.00000006
1996,78,0.00000005,
1996,79,0.00000439,
1996,80,0.00000416,0.00000053
1996,81,0.00000036,0.00000003
1996,82,0.00000460,0.00000047
1996,83,0.00000233,0.00000006
1996,84,0.00012667,0.00000287
1996,85,0.00010961,0.00000175
1996,86,0.00000019,0.00000000
1996,87,0.00017827,0.00000018
1996,88,0.00000490,0.00000100
1996,89,0.00000545,0.00000003
1996,90,0.00001132,0.00000052
1996,91,0.00000214,0.00000006
1996,92,0.00000005,0.00000000
1996,93,0.00000096,
1996,94,0.00000869,0.00000235
1996,95,0.00000210,0.00000005
1996,96,0.00000556,0.00000005
1996,97,0.00000007,0.00000003
1997,10,0.00000402,0.00000153
1997,11,0.00000153,0.00000006
1997,12,0.00000032,0.00000279
1997,13,0.00000012,0.00000000
1997,14,0.00000020,0.00000087
1997,15,0.00000473,0.00000001
1997,16,0.00000334,0.00000009
1997,17,0.00002249,0.00000001
1997,18,0.00000015,
1997,19,0.00000768,0.00000002
1997,20,0.00000405,0.00000004
1997,21,0.00000736,0.00000008
1997,22,0.00003676,0.00000024
1997,23,0.00000006,0.00000018
1997,24,0.00019973,0.00000062
1997,25,0.00002201,0.00000000
1997,26,0.00000000,
1997,27,0.00015377,0.00000000
1997,28,0.00000102,0.00000243
1997,29,0.00002411,
1997,30,0.00003259,0.00002000
1997,31,0.00000636,
1997,32,0.00000502,0.00000010
1997,33,0.00000956,0.00000006
1997,34,0.00000515,
1997,35,0.00000117,
1997,36,0.00000007,
1997,37,0.00000386,0.00000010
1997,38,0.00000321,0.00000002
1997,39,0.00002347,0.00000045
1997,40,0.00002141,0.00006583
1997,41,0.00000102,0.00000257
1997,42,0.00000067,0.00000025
1997,43,0.00000001,
1997,44,0.00000120,0.00015540
1997,45,0.00000002,
1997,46,0.00000048,0.00000031
1997,47,0.00000005,
1997,48,0.00002074,0.00000019
1997,49,0.00000356,0.00000006
1997,50,0.00000020,0.00000019
1997,51,0.00000057,
1997,52,0.00002619,0.00000000
1997,53,0.00000093,
1997,54,0.00001236,0.00000020
1997,55,0.00002517,0.00000018
1997,56,0.00000990,0.00000001
1997,57,0.00000077,0.00000000
1997,58,0.00000905,0.00000003
1997,59,0.00000183,0.00000000
1997,60,0.00006076,0.00000029
1997,61,0.00000839,0.00016650
1997,62,0.00000898,0.00012039
1997,63,0.00002226,0.00000176
1997,64,0.00000496,0.00001107
1997,65,0.00000047,0.00000060
1997,66,0.00000138,
1997,67,0.00000000,
1997,68,0.00000558,0.00000002
1997,69,0.00001318,0.00000009
1997,70,0.00000303,0.00000006
1997,71,0.00000187,0.00000033
1997,72,0.00003835,0.00000073
1997,73,0.00002051,0.00000005
1997,74,0.00000045,0.00000008
1997,75,0.00000005,
1997,76,0.00000823,0.00000005
1997,78,0.00000003,0.00000004
1997,79,0.00000471,
1997,80,0.00000514,0.00000004
1997,81,0.00000026,
1997,82,0.00000254,0.00000002
1997,83,0.00000243,0.00000005
1997,84,0.00011633,0.00000118
1997,85,0.00008068,0.00000317
1997,86,0.00000072,0.00000000
1997,87,0.00013258,0.00000003
1997,88,0.00003830,0.00000075
1997,89,0.00000859,0.00000066
1997,90,0.00001040,0.00000089
1997,91,0.00000730,0.00000015
1997,92,0.00000022,0.00000000
1997,93,0.00000112,
1997,94,0.00000908,0.00000055
1997,95,0.00000232,0.00000007
1997,96,0.00000753,0.00000004
1997,97,0.00000033,0.00000080
1998,10,0.00000544,0.00000039
1998,11,0.00000182,0.00000000
1998,12,0.00000019,0.00000038
