imports_trln_USD,exports_trln_USD
0.00000040,0.00012567
0.00002133,0.00000244
0.00000220,0.00004776
0.00000066,0.00000018
0.00000007,0.00000818
0.00021206,0.00000042
0.00000083,0.00000140
0.00000959,0.00000011
0.00000095,
0.00001593,0.00000000
0.00000400,0.00000022
0.00001352,0.00000003
0.00006659,0.00000034
0.00000050,0.00000483
0.00014203,0.00000033
0.00001972,0.00000146
0.00000015,0.00002524
0.00009637,0.00000228
0.00000812,0.00000034
0.00004339,0.00001174
0.00004352,0.00017264
0.00001534,0.00000043
0.00002270,0.00000021
0.00001776,0.00000001
0.00001581,0.00000008
0.00000266,0.00000000
0.00000203,
0.00001211,0.00000000
0.00001190,0.00000001
0.00007862,0.00000047
0.00007505,0.00003518
0.00000056,0.00000274
0.00000139,0.00000008
0.00000000,
0.00000144,0.00046389
0.00000001,
0.00000000,0.00000021
0.00000005,0.00000022
0.00002790,0.00000004
0.00000257,0.00000002
0.00000243,0.00000052
0.00000072,0.00000009
0.00006002,0.00000106
0.00000128,0.00000111
0.00001652,0.00000000
0.00008427,0.00000003
0.00001075,0.00000011
0.00000065,0.00000000
0.00001048,0.00000015
0.00000489,0.00000001
0.00001380,0.00000008
0.00000338,0.00004191
0.00002460,0.00007354
0.00002141,0.00000027
0.00002408,0.00000085
0.00000054,0.00000015
0.00000056,0.00000001
0.00000001,
0.00000531,0.00000005
0.00001224,0.00000024
0.00000697,0.00000303
0.00003205,0.00023208
0.00009178,0.00000008
0.00007610,0.00000040
0.00000781,0.00000004
0.00000004,
0.00001231,0.00000005
0.00000001,0.00000117
0.00000161,0.00000006
0.00000044,0.00000435
0.00000008,0.00000079
0.00000902,0.00000003
0.00000809,0.00000005
0.00028523,0.00000453
0.00021463,0.00000617
0.00002461,
0.00014695,0.00000006
0.00004990,0.00000030
0.00009043,0.00000038
0.00002953,0.00000340
0.00000694,0.00000194
0.00000072,0.00000002
0.00001699,
0.00001032,0.00000154
0.00000730,0.00000018
0.00001362,0.00000024
0.00000006,0.00000008
0.00000080,0.00007938
0.00001594,0.00000242
0.00000115,0.00003975
0.00000048,0.00000014
0.00000006,0.00000740
0.00013866,0.00000109
0.00000091,0.00000200
0.00000765,
0.00000120,0.00000000
0.00001386,0.00000002
0.00000548,0.00000005
0.00001867,0.00000039
0.00006623,0.00000076
0.00000033,0.00000979
0.00016463,0.00000015
0.00003554,0.00000006
0.00000014,0.00001853
0.00014777,0.00000260
0.00000884,0.00000009
0.00004913,0.00000365
0.00003648,0.00019542
0.00003312,0.00000041
0.00002183,0.00000008
0.00001972,0.00000005
0.00002376,0.00000007
0.00000232,0.00000014
0.00000200,
0.00000746,
0.00001348,0.00000037
0.00007312,0.00000048
0.00009704,0.00003378
0.00000121,0.00000208
0.00000154,0.00000205
0.00000007,
0.00000296,0.00034373
0.00000001,
0.00000016,0.00000065
0.00000030,0.00000012
0.00003246,0.00000034
0.00000310,0.00000007
0.00000231,0.00000059
0.00000074,0.00000003
0.00004868,0.00000370
0.00000036,
0.00001777,0.00000007
0.00008069,0.00000011
0.00001333,0.00000004
0.00000152,0.00000000
0.00000725,0.00000001
0.00000498,0.00000000
0.00001609,
0.00000546,0.00007191
0.00001720,0.00009115
0.00001426,0.00000026
0.00000755,0.00000682
0.00000036,0.00000021
0.00000062,0.00000004
0.00000005,
0.00001054,0.00000012
0.00001684,0.00000012
0.00001275,0.00000084
0.00002094,0.00026613
0.00013093,
0.00013209,0.00000013
0.00001334,0.00000028
0.00000016,
0.00001431,0.00000006
0.00000003,0.00000110
0.00000074,
0.00000126,0.00000631
0.00000010,0.00000067
0.00001270,0.00000001
0.00000752,0.00000006
0.00036902,0.00000444
0.00022188,0.00000754
0.00000299,0.00000009
0.00023330,0.00000076
0.00005073,0.00000038
0.00005402,0.00000005
0.00003037,0.00000331
0.00001009,0.00000221
0.00000058,0.00000001
0.00000027,0.00000020
0.00002251,0.00000415
0.00000596,0.00000017
0.00001142,0.00000035
0.00000163,0.00000052
0.00000160,0.00001070
0.00001765,0.00000106
0.00000118,0.00005340
0.00000102,0.00000015
0.00000002,0.00000367
0.00016768,0.00000103
0.00000089,0.00000014
0.00000695,0.00000129
0.00000086,
0.00001383,0.00000021
0.00000505,0.00000008
0.00002065,0.00000032
0.00005522,0.00000511
0.00000122,0.00000245
0.00009335,0.00000077
0.00004872,0.00000857
0.00000005,0.00000951
0.00021855,0.00000230
0.00000811,0.00000002
0.00005233,0.00000103
0.00003580,0.00019290
0.00004464,0.00000001
0.00002342,0.00000029
0.00001849,0.00000003
0.00001820,0.00000003
0.00000225,0.00000000
0.00000284,0.00000001
0.00000496,0.00000000
0.00001183,0.00000052
0.00007549,0.00000092
0.00008845,0.00003241
0.00000061,0.00000086
0.00000156,0.00000708
0.00000009,0.00000004
0.00000290,0.00027235
0.00000002,
0.00000038,0.00000142
0.00000021,0.00000024
0.00002765,0.00000015
0.00000407,0.00000002
0.00000048,0.00000091
0.00000067,0.00000019
0.00005064,0.00000436
0.00000016,0.00000003
0.00002005,0.00000004
0.00007223,0.00000044
0.00001496,0.00000001
0.00000154,0.00000004
0.00000773,0.00000010
0.00000545,0.00000000
0.00003845,0.00000021
0.00001571,0.00011883
0.00001290,0.00009620
0.00000866,0.00000061
0.00001228,0.00000587
0.00000021,0.00000036
0.00000143,0.00000001
0.00000002,
0.00001275,0.00000035
0.00001024,0.00000008
0.00001011,0.00000312
0.00002718,0.00025248
0.00009103,0.00000167
0.00024463,0.00000035
0.00000476,0.00000069
0.00000006,
0.00001568,0.00000016
0.00000057,0.00000104
0.00000495,0.00000000
0.00000086,0.00001072
0.00000016,0.00000223
0.00001136,0.00000036
0.00000761,0.00000019
0.00042485,0.00000286
0.00023817,0.00001536
0.00002829,0.00000006
0.00017960,0.00000091
0.00002339,0.00000060
0.00009749,0.00000002
0.00002917,0.00000230
0.00000816,0.00000189
0.00000039,0.00000003
0.00000011,0.00000038
0.00002364,0.00000514
0.00000594,0.00000023
0.00001394,0.00000058
0.00000014,0.00000037
0.00000358,0.00001729
0.00001155,0.00000060
0.00000122,0.00004169
0.00000034,0.00000006
0.00000002,0.00000467
0.00015549,0.00000076
0.00000052,0.00000015
0.00000318,0.00000236
0.00000037,
0.00000856,0.00000051
0.00000255,0.00000150
0.00001532,0.00000018
0.00002413,0.00000060
0.00000123,0.00000729
0.00005828,0.00000004
0.00003643,0.00001102
0.00000005,0.00001196
0.00018940,0.00000056
0.00000910,0.00000015
0.00003634,0.00000056
0.00003562,0.00015963
0.00000795,0.00000003
0.00001489,0.00000009
0.00001275,0.00000003
0.00001637,0.00000001
0.00000219,
0.00000138,
0.00000392,
0.00001651,0.00000034
0.00006721,0.00000093
0.00006668,0.00001953
0.00000033,0.00000149
0.00000103,0.00000839
0.00000032,
0.00000203,0.00024442
0.00000001,
0.00000011,0.00000264
0.00000042,0.00000018
0.00002729,0.00000011
0.00000158,0.00000002
0.00000068,0.00000125
0.00000114,0.00000004
0.00005304,0.00000494
0.00000096,0.00000161
0.00002779,0.00000009
0.00006448,0.00000023
0.00001328,0.00000000
0.00000074,0.00000002
0.00001102,0.00000002
0.00000975,
0.00004464,0.00000004
0.00000914,0.00014752
0.00001340,0.00012082
0.00000718,0.00000106
0.00000477,0.00000756
0.00000019,0.00000056
0.00000138,0.00000000
0.00000000,0.00000000
0.00000933,0.00000051
0.00000831,0.00000017
0.00000749,0.00001684
0.00000385,0.00018457
0.00007613,0.00000048
0.00015435,0.00000052
0.00000271,0.00000047
0.00000016,
0.00001201,0.00000348
0.00000236,0.00000073
0.00000714,
0.00000228,0.00000118
0.00000060,0.00000027
0.00001244,0.00000013
0.00000633,0.00000005
0.00043704,0.00000259
0.00022468,0.00001256
0.00005199,0.00000001
0.00008897,0.00000066
0.00000559,0.00000026
0.00012476,0.00000150
0.00003246,0.00000292
0.00000498,0.00000245
0.00000024,0.00000011
0.00001089,
0.00001076,0.00000748
0.00000259,0.00000089
0.00001189,0.00000050
0.00000001,0.00000018
0.00000273,0.00003339
0.00001494,0.00000009
