year,product_chapter,imports_trln_USD,exports_trln_USD
1995,10,0.00001150,
1995,11,0.00000938,
1995,12,0.00000193,
1995,13,0.00000013,
1995,15,0.00000464,0.00000001
1995,16,0.00000057,0.00000002
1995,17,0.00000396,0.00000001
1995,18,0.00000010,0.00000002
1995,19,0.00001439,0.00000000
1995,20,0.00000308,0.00000014
1995,21,0.00000277,0.00000003
1995,22,0.00000312,0.00000001
1995,23,0.00000096,0.00000011
1995,24,0.00000246,
1995,25,0.00000139,0.00000008
1995,26,0.00000000,0.00000243
1995,27,0.00003152,0.00002018
1995,28,0.00000059,0.00000241
1995,29,0.00000073,
1995,30,0.00000347,0.00000023
1995,31,0.00000000,0.00000128
1995,32,0.00000442,0.00000000
1995,33,0.00000183,0.00000012
1995,34,0.00000996,0.00000005
1995,35,0.00000014,
1995,36,0.00000035,
1995,37,0.00000008,0.00000000
1995,38,0.00000116,0.00000006
1995,39,0.00000289,0.00000007
1995,40,0.00000471,0.00001493
1995,41,0.00000023,
1995,42,0.00000016,0.00000002
1995,43,0.00000006,
1995,44,0.00000061,0.00000288
1995,45,0.00000001,
1995,46,0.00000003,
1995,47,0.00000011,0.00000004
1995,48,0.00000159,0.00000001
1995,49,0.00000108,0.00000001
1995,50,0.00000003,
1995,51,0.00000000,
1995,52,0.00000095,0.00000005
1995,53,0.00000007,
1995,54,0.00000014,0.00000001
1995,55,0.00000031,0.00000005
1995,56,0.00000013,0.00000001
1995,57,0.00000011,0.00000000
1995,58,0.00000008,0.00000001
1995,59,0.00000005,
1995,60,0.00000005,0.00000001
1995,61,0.00000086,0.00000004
1995,62,0.00000099,0.00000004
1995,63,0.00000275,0.00000003
1995,64,0.00000203,0.00000006
1995,65,0.00000001,
1995,66,0.00000001,0.00000002
1995,67,0.00000002,0.00000000
1995,68,0.00000018,
1995,69,0.00000012,0.00000015
1995,70,0.00000045,0.00000000
1995,71,0.00000461,0.00076967
1995,72,0.00000407,0.00000108
1995,73,0.00000349,0.00000000
1995,74,0.00000006,0.00000094
1995,75,0.00000002,
1995,76,0.00000044,0.00000004
1995,79,0.00000003,
1995,80,0.00000018,
1995,81,0.00000001,
1995,82,0.00000064,0.00000005
1995,83,0.00000053,0.00000002
1995,84,0.00004236,0.00000184
1995,85,0.00000904,0.00000027
1995,86,0.00000034,0.00000002
1995,87,0.00000737,0.00000004
1995,88,0.00001995,
1995,89,0.00465359,0.00012501
1995,90,0.00001379,0.00000007
1995,91,0.00000137,0.00000001
1995,94,0.00000067,0.00000010
1995,95,0.00000014,0.00000001
1995,96,0.00000046,0.00000001
1996,10,0.00002918,
1996,11,0.00001602,
1996,12,0.00000000,
1996,13,0.00000007,
1996,15,0.00000989,0.00000004
1996,16,0.00000067,
1996,17,0.00000233,0.00000002
1996,18,0.00000027,0.00000110
1996,19,0.00000806,0.00000007
1996,20,0.00000259,
1996,21,0.00000192,0.00000003
1996,22,0.00000171,0.00000017
1996,23,0.00000000,0.00000008
1996,24,0.00000315,0.00001693
1996,25,0.00000116,
1996,26,0.00000205,
1996,27,0.00004178,0.00001102
1996,28,0.00000314,0.00000007
1996,29,0.00000127,0.00000285
1996,30,0.00000286,0.00000014
1996,31,0.00000005,
